"","ST","NP","BDSP","BLD","RMSP","TEN","FINCP","FPARC","HHL","NOC","MV","VEH","YBL"
"2215","12","02","00","08","02","3","","","1","00","4","2","07"
"2216","12","01","03","02","05","1","","","1","00","5","1","07"
"2217","12","02","01","08","03","3","000075000","4","3","00","1","1","06"
"2218","12","00","02","07","04","","","","","","","","08"
"2219","12","00","03","09","06","","","","","","","","06"
"2220","12","04","03","01","05","1","000057200","2","1","00","5","2","07"
"2221","12","01","03","02","07","2","","","1","00","6","0","06"
"2222","12","01","","","","","","","","","","",""
"2223","12","00","03","09","05","","","","","","","","08"
"2224","12","01","","","","","","","","","","",""
"2225","12","05","04","03","06","1","000186000","3","2","02","4","2","05"
"2226","12","02","03","02","07","2","000410600","4","1","00","3","1","07"
"2227","12","03","03","02","05","3","000090900","4","1","00","3","2","11"
"2228","12","02","03","02","07","1","000115030","4","1","00","5","2","07"
"2229","12","02","02","08","05","2","000057200","4","1","00","3","2","05"
"2230","12","03","02","01","05","2","","","1","00","4","2","06"
"2231","12","01","03","02","06","4","","","1","00","5","1","05"
"2232","12","06","06","02","10","1","000090000","3","1","04","1","2","12"
"2233","12","03","03","02","05","1","000062500","4","1","00","6","3","06"
"2234","12","02","04","02","08","1","000059700","4","1","00","7","2","05"
"2235","12","02","04","02","08","1","000144000","4","1","00","5","2","07"
"2236","12","01","03","01","05","2","","","1","00","4","1","05"
"2237","12","04","06","02","08","1","000028700","2","1","01","5","3","08"
"2238","12","00","02","09","04","","","","","","","","08"
"2239","12","01","03","02","06","2","","","1","00","6","1","05"
"2240","12","00","02","03","04","","","","","","","","05"
"2241","12","03","03","02","04","1","000059700","4","1","00","3","3","06"
"2242","12","03","03","02","05","1","000040000","1","1","01","3","2","11"
"2243","12","03","03","02","05","3","000013300","4","1","00","2","1","06"
"2244","12","04","03","02","07","1","000071100","2","3","02","4","4","03"
"2245","12","02","02","08","04","1","000052000","4","1","00","4","2","05"
"2246","12","00","03","02","05","","","","","","","","07"
"2247","12","05","03","02","06","1","000045000","2","1","03","5","2","01"
"2248","12","01","02","01","04","3","","","3","00","5","1","06"
"2249","12","01","02","04","05","3","","","1","00","3","0","04"
"2250","12","01","02","02","05","3","","","1","00","2","1","03"
"2251","12","02","02","07","04","2","000035200","4","3","00","5","1","05"
"2252","12","00","01","06","02","","","","","","","","06"
"2253","12","00","02","01","04","","","","","","","","07"
"2254","12","02","02","08","04","1","000057000","4","1","00","5","2","05"
"2255","12","02","03","02","05","1","000170000","4","1","00","5","2","06"
"2256","12","01","01","09","03","3","","","1","00","1","1","05"
"2257","12","00","03","02","05","","","","","","","","08"
"2258","12","02","03","02","07","1","000077400","4","1","00","4","1","09"
"2259","12","01","02","07","05","2","","","1","00","3","1","07"
"2260","12","02","04","02","08","1","000178000","4","1","00","1","2","07"
"2261","12","03","03","02","04","3","000017300","4","1","00","7","0","05"
"2262","12","02","03","02","06","2","000041900","4","1","00","5","1","06"
"2263","12","00","03","02","06","","","","","","","","01"
"2264","12","02","03","02","04","1","000002200","4","2","00","2","1","12"
"2265","12","01","03","02","05","2","","","1","00","4","1","09"
"2266","12","02","02","02","08","4","000013000","4","1","00","4","2","10"
"2267","12","01","","","","","","","","","","",""
"2268","12","02","02","07","05","3","000000000","4","1","00","2","0","06"
"2269","12","01","02","05","06","3","","","1","00","1","1","09"
"2270","12","02","04","02","07","2","000155400","4","1","00","7","2","04"
"2271","12","02","03","02","06","1","000090900","4","1","00","6","1","06"
"2272","12","01","","","","","","","","","","",""
"2273","12","02","06","02","15","2","000075000","4","1","00","5","2","07"
"2274","12","04","03","07","05","3","000007000","1","1","02","1","0","03"
"2275","12","00","03","02","07","","","","","","","","08"
"2276","12","02","02","01","04","1","000024800","4","1","00","5","2","07"
"2277","12","02","02","01","06","1","000062900","4","1","00","4","3","11"
"2278","12","03","03","02","06","1","000089500","4","1","00","5","3","06"
"2279","12","03","03","02","05","2","000046800","4","1","00","7","3","06"
"2280","12","04","04","05","05","3","","","1","00","1","4","12"
"2281","12","01","02","02","07","2","","","1","00","6","1","03"
"2282","12","02","03","02","07","1","000087500","4","1","00","4","2","08"
"2283","12","06","03","02","06","3","000059000","3","1","01","1","2","07"
"2284","12","01","02","02","04","2","","","1","00","3","0","02"
"2285","12","02","03","05","05","2","","","2","00","3","3","11"
"2286","12","02","03","02","08","1","000037400","4","1","00","5","2","05"
"2287","12","02","03","02","06","1","000060000","4","2","00","4","4","07"
"2288","12","01","01","07","03","3","","","1","00","5","1","02"
"2289","12","02","02","02","03","1","000065000","4","1","00","5","2","05"
"2290","12","01","01","08","02","3","","","1","00","3","1","10"
"2291","12","01","","","","","","","","","","",""
"2292","12","03","03","02","05","3","000045700","2","1","01","2","2","03"
"2293","12","02","04","02","06","1","000122800","4","1","00","7","2","05"
"2294","12","02","03","02","05","3","","","1","00","3","2","06"
"2295","12","04","06","02","07","1","000156000","2","3","02","4","3","04"
"2296","12","03","03","02","07","1","000097000","2","2","01","4","2","07"
"2297","12","02","02","02","05","3","","","1","00","2","2","03"
"2298","12","02","02","01","09","1","000016000","4","1","00","6","1","05"
"2299","12","01","01","06","03","3","","","1","00","1","1","10"
"2300","12","03","01","01","06","3","000030000","2","2","02","3","1","07"
"2301","12","02","03","02","06","1","000053450","4","1","00","5","2","02"
"2302","12","01","01","02","03","3","","","2","00","3","1","05"
"2303","12","02","04","02","09","1","","","3","00","4","2","08"
"2304","12","01","","","","","","","","","","",""
"2305","12","01","03","02","05","2","","","1","00","6","3","05"
"2306","12","01","02","02","05","1","","","1","00","5","1","03"
"2307","12","01","01","07","02","3","","","4","00","3","1","12"
"2308","12","02","04","02","07","1","000120000","4","4","00","4","2","07"
"2309","12","00","03","05","05","","","","","","","","07"
"2310","12","02","03","02","04","1","000041800","4","2","00","4","2","03"
"2311","12","01","","","","","","","","","","",""
"2312","12","04","03","02","08","1","000076000","2","1","02","4","4","06"
"2313","12","00","02","01","04","","","","","","","","05"
"2314","12","01","01","03","02","3","","","1","00","1","0","03"
"2315","12","01","01","07","04","3","","","2","00","5","0","08"
"2316","12","00","02","01","04","","","","","","","","07"
"2317","12","00","02","02","05","","","","","","","","01"
"2318","12","02","02","02","06","2","000069400","4","1","00","7","1","03"
"2319","12","01","02","02","04","3","","","1","00","3","1","06"
"2320","12","00","03","03","05","","","","","","","","08"
"2321","12","00","02","09","04","","","","","","","","05"
"2322","12","03","03","02","06","2","000063000","4","2","00","5","3","04"
"2323","12","06","03","02","05","1","000048900","3","2","00","4","3","08"
"2324","12","01","03","01","06","1","","","1","00","4","2","10"
"2325","12","01","01","08","02","2","","","1","00","5","1","05"
"2326","12","01","01","05","03","3","","","1","00","5","1","06"
"2327","12","01","","","","","","","","","","",""
"2328","12","01","02","06","04","3","","","1","00","3","1","06"
"2329","12","02","02","02","05","2","000122900","4","1","00","5","1","06"
"2330","12","02","01","04","04","3","000001100","1","1","01","3","1","03"
"2331","12","01","02","02","04","1","","","1","00","5","1","04"
"2332","12","03","02","04","03","1","000020000","1","2","01","1","2","07"
"2333","12","03","04","02","09","2","000063000","4","1","00","4","3","08"
"2334","12","02","02","02","06","1","000015700","4","1","00","4","1","01"
"2335","12","01","04","02","10","2","","","1","00","6","1","06"
"2336","12","04","03","02","07","1","000047200","2","1","00","4","3","08"
"2337","12","04","04","07","07","3","000110000","4","2","00","4","3","08"
"2338","12","02","02","02","05","2","000074900","4","1","00","7","2","04"
"2339","12","00","02","06","03","","","","","","","","05"
"2340","12","02","03","02","10","1","000104100","4","1","00","4","2","09"
"2341","12","03","03","05","04","3","","","3","00","3","0","07"
"2342","12","01","","","","","","","","","","",""
"2343","12","00","02","09","04","","","","","","","","08"
"2344","12","01","03","02","07","1","","","1","00","7","1","05"
"2345","12","01","02","07","03","3","","","1","00","1","1","06"
"2346","12","02","03","03","07","2","000157100","4","1","00","1","2","09"
"2347","12","01","","","","","","","","","","",""
"2348","12","02","02","07","04","3","","","1","00","3","2","05"
"2349","12","01","","","","","","","","","","",""
"2350","12","05","06","02","08","2","000150000","2","2","03","2","2","06"
"2351","12","01","03","02","05","2","","","1","00","5","1","07"
"2352","12","04","04","01","07","2","000056000","3","1","02","4","2","06"
"2353","12","01","03","02","05","2","","","1","00","3","1","05"
"2354","12","02","03","01","11","1","000024200","4","1","00","5","3","07"
"2355","12","02","03","02","07","4","000029000","4","1","00","7","1","04"
"2356","12","02","03","03","05","1","000078000","4","1","00","3","1","10"
"2357","12","01","02","02","03","2","","","1","00","5","0","03"
"2358","12","01","03","04","04","3","","","1","00","2","0","05"
"2359","12","01","03","02","07","1","","","1","00","3","1","03"
"2360","12","02","03","03","05","2","000073500","4","1","00","3","1","08"
"2361","12","04","04","01","08","1","000084400","2","1","00","5","3","07"
"2362","12","02","02","01","06","2","000076900","4","1","00","6","1","06"
"2363","12","01","","","","","","","","","","",""
"2364","12","01","01","09","03","3","","","1","00","1","1","06"
"2365","12","01","","","","","","","","","","",""
"2366","12","00","03","02","05","","","","","","","","08"
"2367","12","03","03","02","04","2","000110050","2","4","01","5","3","07"
"2368","12","01","03","02","05","2","","","4","00","5","1","07"
"2369","12","01","01","02","02","4","","","2","00","5","1","02"
"2370","12","01","","","","","","","","","","",""
"2371","12","01","02","01","06","2","","","1","00","4","1","06"
"2372","12","01","","","","","","","","","","",""
"2373","12","04","03","02","15","1","000113000","2","1","01","6","3","06"
"2374","12","02","03","02","05","1","000038000","4","3","00","6","2","06"
"2375","12","02","02","03","04","3","000026000","2","2","01","1","2","07"
"2376","12","02","03","02","04","1","000095000","4","2","00","5","2","06"
"2377","12","01","02","09","04","2","","","1","00","7","1","06"
"2378","12","00","02","04","04","","","","","","","","04"
"2379","12","02","04","01","07","2","000051000","4","1","00","6","3","06"
"2380","12","01","02","04","06","3","","","1","00","1","1","05"
"2381","12","01","02","05","05","2","","","1","00","1","1","06"
"2382","12","03","02","01","04","1","000054000","2","1","01","4","2","08"
"2383","12","02","02","04","03","3","","","1","00","3","2","05"
"2384","12","02","03","02","05","1","000134000","4","1","00","5","2","06"
"2385","12","02","03","02","07","2","000031520","4","1","00","4","1","08"
"2386","12","01","03","02","06","1","","","1","00","5","2","08"
"2387","12","02","04","02","06","1","000103600","2","1","01","4","1","10"
"2388","12","01","","","","","","","","","","",""
"2389","12","01","03","02","08","2","","","1","00","7","1","05"
"2390","12","01","02","08","04","4","","","1","00","3","2","08"
"2391","12","01","02","08","06","2","","","3","00","6","1","06"
"2392","12","01","03","02","05","2","","","1","00","5","1","07"
"2393","12","01","","","","","","","","","","",""
"2394","12","03","02","05","05","3","000052000","4","2","00","5","2","05"
"2395","12","00","02","07","04","","","","","","","","06"
"2396","12","04","04","02","08","1","000039000","2","1","02","3","2","07"
"2397","12","02","02","01","04","4","000014000","2","1","01","5","2","07"
"2398","12","02","04","02","09","1","000127200","4","1","00","5","2","01"
"2399","12","00","03","02","06","","","","","","","","06"
"2400","12","04","04","02","07","1","000081250","2","1","01","5","3","07"
"2401","12","03","03","06","05","1","000140000","4","1","00","6","3","06"
"2402","12","02","02","01","05","2","000048700","4","1","00","5","2","06"
"2403","12","01","03","02","04","1","","","1","00","5","1","07"
"2404","12","06","01","07","03","3","000014200","1","2","01","3","0","06"
"2405","12","01","","","","","","","","","","",""
"2406","12","01","02","03","05","1","","","1","00","1","1","06"
"2407","12","02","03","02","04","1","000165430","4","1","00","1","1","16"
"2408","12","02","03","03","07","3","000110250","4","1","00","1","2","11"
"2409","12","02","02","02","05","2","000056700","4","1","00","3","1","11"
"2410","12","01","03","02","06","1","","","1","00","5","1","06"
"2411","12","06","03","02","05","1","000157220","3","1","00","5","2","05"
"2412","12","01","01","07","03","4","","","2","00","4","1","05"
"2413","12","01","03","02","04","1","","","1","00","3","1","06"
"2414","12","02","03","02","09","1","000170000","4","1","00","3","2","06"
"2415","12","00","02","01","04","","","","","","","","05"
"2416","12","02","04","02","06","1","000074800","4","3","00","5","2","07"
